,城市,City,Household Registered Population at Year-end (10 000 persons),Annual Average Population (10 000 persons),Number of Households at Year-end (10 000 households),Birth Population (person),Death Population (person),Natural Growth Rate(%),Total Land Area of Administrative region （sq.km）,Total Water Resources （10 000 cu.m）,Area of Land Used for Urban Construction (sq.km),Area of Land Used for Living,Land Used for Urban Construction as Percentage to Urban Area (%),Area of Green Land (hectare),Area of Parks Green Land,Green Covered Area as % of Built-up Area (%),Volume of Industrial Waste Water Discharged (10 000 tons),Volume of Industrial Sulphur Dioxide Emission (ton),Volume of Industrial Nitrogen Dioxide Emission (ton),Volume of Industrial  Soot(dust) Emission (ton),Ratio of Industrial Solid Wastes Comprehensively Utilized (%),Annual Mean Concentration ofPM2.5 (ug/m3),Ratio of waste Water Centralized Treated of Sewage Work (%),Ratio of Consumption Wastes Treated (%),Gross Regional Product (Current Prices) (100 000 yuan),Per Capita GRP (yuan),GRP Growth Rate (%),Primary Industry as Percentage to GRP,Secondary Industry as Percentage to GRP,Tertiary Industry as Percentage to GRP,Local General public budget revenue,Local General public budget Expenditure,Expenditure for Science and Technology,Expenditure for Education,Local General public budget revenue.1,Local General public budget Expenditure.1,Expenditure for Science and Technology.1,Expenditure for Education.1,Deposits of National Banking System at Year-end,Household Saving Deposits at Year-end,Loans of National Banking System at Year-end,Investment in Real Estate Development,Residential Buildings,Sales Area of Commercial Residential Building,Residential Buildings.1,Area for Sale,Import Volumeof goods (10 OOOyuan),Number of Projects for Contracted Foreign Direct Investment (unit),Amount of Foreign Capital Actually Utilized (USD 10000),Number of Industrial Enterprises,Domestic Funded,"Enterprises with Funds from Hong Kong, Macao and Taiwan",Foreign Funded Enterprises,Total Current Assets,Total Fixed Assets,Tax and Extra Charges from Principal Business,Value-added Tax Payable,Total Profits,Total Retail Sales of Consumer Goods (10 000 yuan),Number of Enterprises above Designated Size of Wholesale and Retail Trades (Number of Legal Entities) (unit),Total Sales of Commodities of Enterprises above Designated Size in Wholesale and Retail Trades (10 000 yuan),R&D Personnel (Person),R&D Internal Outlay (10 000 yuan),Number of Patent Applications (piece),Number of Patent Authorizations (piece),Invention (piece),Persons Employed in Urban Units at Ycar-end,Persons Employed in Private Enterprises and Self-Employed Individuals in Urban Areas,Registered Unemployed Persons in Urban Areas,Primary Industry,Secondary Industry,Tertiary Industry,Primary Industry.1,Secondary Industry.1,Tertiary Industry.1,Primary Industry.2,Secondary Industry: Mining,Unnamed: 87,Manufacturing,"Production and Distribution of Electricity, Gas and Water",Construction,Wholesale and Retail Trades,"Traffic,Transport, Storage and Post",Hotels and Catering Services,"Information Transmission, Computer Services and Software",Financial Intermediation,Unnamed: 103,Real Estate,Leasing and Business Services,Scientific Research and Technical Service,"Management of Water Conservancy, Environment",Services to Households and Other Services,Education,Health and Social Work,"Culture, Sports and Entertainment","Public Management, Social Security and Social Organization",Average Number of Employed Staff and Workers (10 000 persons),Total Wage Bill of Employed Staff and Workers (10 000 yuan),Average Wage of Employed Staff and Workers (yuan),Regular Institutions of Higher Education,Vocational Secondary Schools,Regular Secondary Schools,Regular Primary Schools,Regular Institutions of Higher Education.1,Vocational Secondary Schools.1,Regular Secondary Schools.1,Regular Primary Schools.1,Undergraduate in Regular HEIs,Vocational Secondary Schools.2,Regular Secondary Schools.2,Regular Primary Schools.2,Collections of Public Libraries (10 000 copies),Number of Museums (unit),Number of Stadiums and Gymnasiums (unit),Number of Hospitals (unit),Number of Beds of Hospitals (bed),Number of Licensed (Assistant) Doctors (person),Number of Employees Joining Urban Basic Pension Insurance,Number of Employees Joining Urban Basic Medical Care System,Persons Covered of Unemployment Insurance,Investment in Municipal Public Infrastructure Construction （10 000 yuan）,Area of City Paved Roads at Year-end （10 000 sq.m）,Length of City Sewage Pipes （km）,Number of Buses and Trolley Buses under Operation at Year-end （unit）,Total Annual Volume of Passengers Transported by Buses and Trolley Buses （10 000 person-times）,Number of Taxis under Operation at Year-end （unit）,Highway Passenger Traffic,Waterway Passenger Traffic,Civil Aviation Passenger Traffic,"Highway Freight Traffic
(10 000 tons)","Waterway Freight Traffic
(10 000 tons)",Civil Aviation Freight Traffic (ton),Revenue from Postal Services (10 000 yuan),Revenue from Telecommunication Services (10 000 yuan),Number of Subscribers of Mobile Telephones at Year-end (10 000 households),Number of Subscribers of Internet Services (10 000 households),Annual Electricity Consumption (10 000 kwh),Electricity Consumption fbr Industrial,Household Electricity Consumption for Urban and Rural Residential,"Total Gas Supply (Coal Gas,Natural Gas) (10 000 cubic meters)",Consumption of Gas for Residential Use,Liquefied Petroleum Gas Supply (ton),Consumption of Liquefied Petroleum Gas fbr Residential Use
11,毕节市,Bijie,930,926,254,146404,44448,10.96,26849,1285430,,,,,,34.0,2163.0,92882.0,50477.0,24107.0,77.39,29.0,,89.82,19214253,28794,10.2,21.59,36.28,42.14,1301128.0,5783639.0,167912.0,1483088.0,265801.0,908258.0,27672.0,264529.0,19120223,10581490,15814343,,,557,473,77,37097,11,3313,499,495,2,2,4148800,6729400,192000,156000,409800,3845812,436,3584663,,45810,1886.0,837.0,27.0,323670,358439,14297,829,45628,277213,0.26,14.1,85.65,829,16471,35,12130,7500,9527,10391,5382,1202,2135,9017,5781,7337,4593,15459,6801,1321,101129,30229,1799,80418,29,2184344,74543,5,15,464,1660,2351,2799,39479,42041,35298,52422,64,82,128,3,3,514,36989,10321,508175,343558,247988,,442.0,328.0,246.0,4680.0,881.0,,,122,,,1270.0,55000.0,377100.0,567.0,69.0,910400,411100,,1586.0,486.0,2653.0,2520.0
12,安阳市,Anyang,627,626,184,74114,25567,7.74,7385,119992,97.0,26.0,18.16,3184.0,899.0,41.61,2377.0,12077.0,27182.0,27717.0,66.23,74.0,97.2,100.0,23932238,46450,6.7,8.15,46.15,45.7,1540520.0,3612316.0,46771.0,773766.0,879275.0,1442091.0,32976.0,319967.0,27011805,18740031,14636615,1629253,1270331,612,554,104,258990,8,52723,873,858,7,8,9043861,8460229,,,956050,8777124,357,5248068,6038.0,191226,4315.0,2141.0,199.0,525677,738931,27529,590,314170,210917,0.11,59.76,40.12,590,6019,6019,109241,9765,189145,14183,12960,3004,4623,14514,11762,7619,11076,2810,5493,581,52131,28022,3026,50875,42,2548291,61079,6,20,315,1238,4705,2502,24531,25893,90587,42074,37,63,253,15,7,95,21943,13807,985933,596929,431631,202924.0,1300.0,1175.0,1196.0,8850.0,1359.0,3437.0,,,14629.0,,,108892.0,318384.0,518.0,151.0,2228780,1576224,128347,72618.0,12161.0,6080.0,2812.0
13,鞍山市,Anshan,342,343,121,21372,28761,-2.16,9263,195600,174.0,59.0,21.97,6325.0,1538.0,39.83,,,,,,,93.11,99.98,17510580,,5.15,5.53,41.28,53.19,1514388.0,2773957.0,9300.0,375045.0,1035834.0,1836904.0,7609.0,218780.0,35962595,26074541,24888680,1356472,960486,289,268,325,1366096,8,3959,624,580,18,26,15729952,,298636,638025,1551682,9605316,395,7887991,,,,,,372444,461653,36632,2132,173939,196373,0.57,46.7,52.73,2132,3393,1438,119825,7735,42986,18327,14337,1821,4156,11581,11000,5501,7793,9202,7608,1105,37235,19360,2858,55489,36,1959126,54947,2,18,156,434,1920,1576,12145,10480,30867,15379,12,16,,5,7,102,18745,6684,1348915,949710,551044,,3211.0,1095.0,,,,5446.0,,26,20581.0,,,118978.0,281366.0,366.0,98.0,,,,18919.0,8793.0,8978.0,3726.0
14,绥化市,Suihua,524,520,213,28670,89119,-11.54,34873,,37.0,12.0,1.34,202.0,,,,,,,,,,,13595852,25841,6,35.23,26.02,38.76,609834.0,4235636.0,4235.0,604712.0,53502.0,433436.0,298.0,65449.0,15096268,12249056,9089320,551178,432591,161,121,106,236275,6,758,315,310,2,3,2659634,3613971,26688,61779,130104,6615985,81,1359608,,,,,,249994,412502,21125,18725,43494,187775,7.49,17.4,75.11,18725,424,,20554,8695,13821,13360,10149,588,3948,21467,1208,3107,958,2844,7684,652,49787,19491,2146,51594,22,1105625,54303,1,17,255,168,522,1027,21953,12398,11609,12230,23,15,161,17,,40,18122,10654,570041,375099,61966,,,,396.0,231.0,2344.0,2180.0,,,2683.0,,,47701.0,20061.0,515.0,356.0,624654,250012,101655,,,,
15,廊坊市,Langfang,479,477,149,63623,19800,9.14,6419,80400,69.0,24.0,23.63,4766.0,847.0,47.7,1036.0,8524.0,11330.0,10507.0,90.37,53.0,96.67,97.98,31082249,64906,6.5,6.33,36.61,57.06,3620321.0,6203506.0,56004.0,1079121.0,1266616.0,1720476.0,33918.0,281884.0,61432367,34130980,62384754,,,843,782,160,2845672,23,104905,1130,997,31,102,15260977,12360466,131731,490649,879314,10430316,341,8810312,,,8950.0,5547.0,433.0,397931,327014,9402,711,158709,238511,0.18,39.88,59.94,711,,,88150,13525,57034,8722,11249,1799,4758,14241,12823,16300,7424,8526,5628,390,59167,25512,2029,72766,39,3363791,86177,13,31,189,802,7790,2020,17771,26137,127149,28821,24,49,303,4,16,188,18730,13556,1017003,679858,319049,308644.0,1147.0,847.0,739.0,5920.0,2237.0,2005.0,,,11508.0,,,294787.0,466382.0,642.0,193.0,2865949,1690495,282432,37416.0,11099.0,4159.0,2450.0
16,铜仁市,Tongren,444,422,135,63602,22193,9.33,18014,1145300,41.0,18.0,2.22,2141.0,481.0,38.16,,,,,,,93.84,88.89,10665200,33720,9.6,22.74,28.27,48.99,692171.0,4094263.0,45423.0,917485.0,180792.0,561943.0,19804.0,134595.0,13812978,7911607,12081201,,,353,296,92,7264,4,13579,579,575,4,,2339640,2224389,29772,151166,393461,2128007,328,2221141,,,2429.0,910.0,100.0,211808,211847,16945,719,27256,183833,0.34,12.87,86.79,719,2116,915,11070,2007,12063,5234,2926,1050,1933,9239,6950,1647,5634,2892,4106,356,64704,19920,1339,62853,17,1476123,88569,5,17,258,760,2181,1607,22979,22638,43457,37827,32,33,289,12,17,107,16576,6843,279005,198899,116399,137685.0,466.0,460.0,200.0,3714.0,860.0,9422.0,426.0,128,6972.0,8.0,174.0,44641.0,236200.0,342.0,57.0,818545,351334,149576,1111.0,429.0,6049.0,3764.0
17,辽阳市,Liaoyang,175,176,68,10631,11882,-0.71,4788,63602,107.0,38.0,9.63,4260.0,925.0,42.72,2448.0,8655.0,13151.0,12717.0,26.87,39.0,99.86,100.0,8697260,47422,5.99,8.72,50.68,40.6,893890.0,1594229.0,5622.0,170585.0,631684.0,1110636.0,5381.0,97975.0,30671725,11496201,16775383,697006,472059,93,86,55,136497,,5460,209,194,7,8,9826622,,819870,336300,587796,2991938,119,9628520,2194.0,99538,1547.0,898.0,77.0,167768,167968,16293,5841,81004,80923,3.48,48.28,48.24,5841,6240,6240,60190,1666,12908,2584,3048,293,1898,6052,4935,1439,3888,1937,4205,1626,15855,12583,1172,24343,16,1074150,67941,2,8,77,112,881,907,6056,5155,16216,13952,6,7,114,3,8,62,12056,4908,673734,600849,230194,51051.0,1401.0,979.0,695.0,8661.0,2611.0,2898.0,,,14510.0,,,43790.0,132823.0,183.0,50.0,1183233,955597,58401,15455.0,1411.0,7294.0,5512.0
18,孝感市,Xiaogan,518,528,166,56799,24615,6.22,8904,239746,52.0,15.0,5.11,1756.0,524.0,37.95,3918.0,9421.0,7788.0,4087.0,66.17,44.0,96.03,100.0,19129000,38900,8.1,15.01,48.39,36.6,1301877.0,3825169.0,105927.0,575321.0,435700.0,1105029.0,35345.0,157529.0,24439267,16499585,12570742,1817225,1455346,359,340,79,298709,20,34979,1125,1078,23,24,6369638,24345948,315100,1107299,1374923,10854683,362,4102817,15433.0,324231,6551.0,3174.0,329.0,839471,435558,15007,8143,451639,379689,0.97,53.8,45.23,8143,4103,,271228,7661,168647,79399,21324,34780,6652,11612,8694,18114,26013,7359,9270,12438,57632,33500,8734,52862,80,3870851,48481,3,17,227,456,1850,1089,17762,14524,35624,21003,18,27,132,12,8,60,16312,9263,743752,372980,242122,312718.0,1339.0,994.0,452.0,4600.0,900.0,6527.0,,,4372.0,349.0,,128728.0,238415.0,362.0,82.0,1320633,839264,143747,10050.0,1900.0,4800.0,4800.0
19,盘锦市,Panjin,130,130,47,11301,6677,3.56,4103,20110,103.0,38.0,4.98,4202.0,1186.0,43.18,2416.0,5632.0,8728.0,2376.0,79.53,36.0,99,100.0,12165782,84602,5.9,7.95,50.65,4139,1356942.0,2055103.0,6528.0,198550.0,1176634.0,1758530.0,6354.0,165921.0,17726425,12040183,9514082,684193,463056,97,89,127,1482000,5,25923,,,,,,,,,,4197858,183,8600058,6130.0,326743,1610.0,1033.0,124.0,413376,176303,17400,147431,150483,115462,35.67,36.4,27.93,147431,90092,90092,31387,5007,23997,9832,4429,1579,2639,12271,12271,4648,8596,4199,8910,939,18300,7971,1398,29751,39,2014779,51592,2,7,72,35,523,512,6409,5134,7003,11363,7,7,73,,8,61,8961,3987,578884,567743,354167,605000.0,1329.0,1070.0,687.0,9631.0,3281.0,2133.0,,,13676.0,52.0,,55803.0,135590.0,161.0,41.0,965772,740702,47751,10098.0,8403.0,14660.0,6017.0
20,青岛市,Qingdao,818,811,270,,,,11282,,587.0,163.0,11.23,39229.0,8587.0,39.2,5536.0,4227.0,13200.0,4822.0,92.6,34.0,97.27,100.0,120015200,128459,7.4,3.22,40.42,56.36,12319138.0,15597764.0,451472.0,2630041.0,10261393.0,12665878.0,424459.0,1982015.0,155321863,59137089,151941934,14852089,10348412,1808,1578,433,21490342,956,580374,3508,2570,187,751,78607024,23334538,1978901,2200059,5472206,48424565,2063,76342679,92011.0,2821989,22521.0,22521.0,6496.0,1449465,,73805,741,699927,748797,0.05,48.29,51.66,741,428,152,520944,18495,160060,8659!,97509,25396,19602,58148,58012,43862,31476,34854,20255,3529,134954,67115,12351,113155,139,12642910,90840,25,50,319,713,21576,6692,38321,34576,397982,84293,39,57,748,12,11,421,45136,34578,4460697,3666251,2236931,,9862.0,8854.0,8476.0,108325.0,10867.0,4602.0,161.0,2454,27453.0,2502.0,,628129.0,1132576.0,1259.0,398.0,4318172,2377894,484712,120089.0,28343.0,30427.0,17199.0
21,来宾市,Laibin,269,269,79,37605,15674,8.14,13411,1060000,51.0,12.0,1.17,1629.0,320.0,34.0,4370.0,9396.0,7339.0,3767.0,78.78,40.0,86.14,100.0,6924112,31102,7.16,23.81,34.55,41.64,277889.0,1837638.0,2344.0,327919.0,152288.0,774815.0,1345.0,136812.0,7241960,4273640,5342864,548407,404361,180,164,94,7527,4,15,240,231,6,3,2495960,,22842,114262,52792,1975201,86,862307,641.0,4366,1039.0,373.0,65.0,125321,383552,8439,8846,30942,85533,7.06,24.69,68.25,8846,263,,16502,3214,10963,2087,2484,255,1568,4535,2577,1520,1989,1421,1839,57,24946,13815,739,28278,11,754541,69610,2,11,79,221,710,675,8654,10273,17044,23502,13,20,87,6,20,25,6848,3898,241851,188532,102829,135847.0,733.0,615.0,399.0,2037.0,530.0,1523.0,,,2118.0,634.0,,24932.0,119200.0,203.0,47.0,1249107,1045681,58716,1275.0,733.0,2876.0,2564.0
22,湛江市,Zhanjiang,848,843,210,163430,17933,17.16,13263,962900,110.0,43.0,6.45,4614.0,1557.0,43.73,4985.0,13243.0,17591.0,9569.0,96.89,,85.6,100.0,30083928,41107,6,17.74,36.12,46.14,1218393.0,4813650.0,29871.0,989654.0,834289.0,1976271.0,19346.0,335569.0,33435910,21276584,21641623,4964059,3714663,547,511,90,2050345,148,8529,891,814,77,,10097492,,1110385,784244,2326002,16973037,703,35178855,,,6857.0,5012.0,177.0,535047,853979,21187,14001,214369,306677,2.62,40.07,57.32,14001,6367,5593,63816,7504,136682,24526,21204,8827,7257,23949,19160,12506,10997,5882,8900,6843,84327,37527,2724,51208,48,3360596,70118,6,53,308,807,6245,2453,32611,37471,134466,59927,40,67,510,8,33,108,26850,13651,755397,761843,443176,39842.0,,746.0,979.0,5566.0,762.0,8423.0,764.0,256,14712.0,4298.0,5945.0,89069.0,487000.0,637.0,163.0,1964299,1197457,183464,11403.0,2143.0,504000.0,30690.0
23,南京市,Nanjing,697,689,246,78750,41507,5.34,6587,320800,774.0,216.0,11.75,92202.0,10168.0,45.1,15534.0,12375.0,35821.0,35914.0,88.4,43.0,79.3,100.0,128204000,152886,8,2.13,36.83,61.04,14700152.0,15327156.0,805440.0,2530631.0,14700152.0,15327156.0,805440.0,2530631.0,337406258,69148437,284023427,23541664,15746437,1221,983,352,18165160,627,385339,2556,2010,169,377,70165700,58363200,4816400,3323500,8949600,58324550,3085,160293108,,,99020.0,44081.0,11090.0,2191563,4858270,61821,107,933723,1257733,,42.61,57.39,107,2136,2136,444778,15924,470885,159581,126779,54147,186841,70504,70504,80318,101428,78945,19464,7672,162621,79299,27086,103048,197,21906990,111071,53,46,240,360,51765,6252,24468,27542,726728,90727,25,42,753,63,100,222,49448,31560,3173600,4320599,2891189,1346168.0,15904.0,9896.0,9012.0,88750.0,13354.0,8278.0,23.0,1273,14995.0,14805.0,76352.0,1102825.0,1442515.0,1284.0,452.0,6064005,3312687,734300,138361.0,50328.0,74924.0,29257.0
24,茂名市,Maoming,811,807,208,131421,25295,13.09,11427,1224353,94.0,38.0,3.46,4851.0,1487.0,42.71,2384.0,3648.0,6922.0,3241.0,,26.0,89.46,100.0,30921768,49406,5.5,16.02,38.12,45.86,1361361.0,4234738.0,33321.0,1238785.0,957502.0,2178913.0,28557.0,639844.0,27195163,18103924,13248494,3099021,2384973,522,471,69,244180,429,2417,1061,997,51,13,4268084,6696191,1735905,641581,1860512,15413709,1008,18892885,,,5665.0,2591.0,121.0,463443,507781,28515,6953,203391,253099,1.5,43.89,54.61,6953,1357,510,53643,7613,140778,21840,14571,4385,4697,21132,16255,10233,5684,3915,4448,385,78420,30467,1931,50991,42,2879046,67843,4,18,262,1383,1716,2828,34407,35863,43471,56347,44,65,177,6,4,73,21502,13993,1026408,490876,289046,9164.0,652.0,206.0,531.0,2762.0,474.0,6634.0,24.0,,10658.0,682.0,,117542.0,355334.0,505.0,139.0,1151803,631954,116998,2842.0,2416.0,38226.0,32272.0
25,长治市,Changzhi,339,339,119,38755,15462,6.86,13955,139002,155.0,18.0,45.06,2940.0,815.0,47.31,4629.0,13639.0,25719.0,27270.0,49.49,,95.17,97.39,16456336,47540,7.4,3.89,54.19,41.93,1506696.0,3237265.0,19628.0,541830.0,564579.0,1001193.0,10214.0,152660.0,26829651,17144312,15500447,1030736,740622,231,214,170,44403,2,39600,390,378,5,7,19133629,21254403,669905,940517,2079099,6646313,369,9259692,5788.0,142952,1173.0,727.0,54.0,431024,464954,14224,1087,221520,208417,0.25,51.39,48.35,1087,123034,2738,69437,13386,15663,8512,10423,2357,2935,22410,17474,3453,9082,4938,11276,221,48257,22016,3825,58712,41,2530253,61575,6,37,204,507,2060,2481,15128,14132,35424,30426,17,21,209,18,7,137,14843,8696,617644,607406,426245,169300.0,804.0,555.0,528.0,10900.0,1901.0,,,69,,,776.0,23399.0,239259.0,341.0,90.0,1672048,1337568,72856,12987.0,7180.0,4195.0,4085.0
26,濮阳市,Puyang,435,433,120,56529,10981,10.48,4188,56869,63.0,23.0,23.95,2485.0,905.0,40.59,2942.0,917.0,2288.0,775.0,96.07,63.0,96.53,98.01,16544700,45644,5.8,9.91,50.62,39.47,916555.0,3100622.0,20436.0,609463.0,524027.0,943531.0,10634.0,213948.0,16856587,12068623,8628800,1939492,1610966,432,417,53,127756,2,66390,817,804,9,4,4374263,3850663,,,199897,6165328,454,3321679,4910.0,133605,2186.0,1394.0,549.0,339025,449957,16661,36,175796,163193,0.01,51.85,48.14,36,35822,35822,35612,16484,87878,10935,8763,1382,3173,5461,3223,4735,18043,2417,4295,1702,37914,19734,1590,43049,26,1437863,55800,2,22,205,939,1072,1717,18671,23092,17739,41483,27,42,233,11,6,66,16575,8669,416912,272000,314405,73024.0,925.0,697.0,870.0,3500.0,1745.0,3093.0,43.0,,5918.0,40.0,,44093.0,220058.0,351.0,89.0,1022799,611070,87453,7354.0,5027.0,,
27,开封市,Kaifeng,560,559,165,70653,29786,7.29,6240,92739,138.0,55.0,7.6,5331.0,1127.0,38.39,1999.0,1310.0,2209.0,808.0,90.02,64.0,96.1,96.1,20022269,43936,6.97,13.64,38.92,47.44,1406357.0,3684323.0,44454.0,600414.0,731134.0,1607228.0,22574.0,223397.0,20594826,14147696,14987629,,,,,,70888,15,71907,1164,1133,15,16,7455527,6855911,131457,408293,1840551,9805570,,,8213.0,200800,2980.0,1847.0,203.0,390539,572310,24240,427,179691,210421,0.11,46.01,53.88,427,,,99868,8078,71745,19437,9008,4865,3818,8287,6451,10157,5784,3814,8920,1505,45432,29543,2934,56917,35,1984900,57390,5,27,265,914,5999,1807,20318,27294,99813,37886,33,49,196,32,41,89,22232,12354,705433,602340,261299,60623.0,1986.0,1118.0,1067.0,9174.0,2636.0,2907.0,20.0,,4003.0,3.0,,6271.0,275081.0,411.0,99.0,1149334,689671,108596,17873.0,5380.0,14540.0,13260.0
28,淮北市,Huaibei,218,217,72,30945,9140,10.01,2741,131523,95.0,34.0,12.5,4714.0,1329.0,45.82,1484.0,11205.0,12480.0,7289.0,94.55,57.0,94.39,99.76,9851902,43962,3.6,6.63,54.81,38.56,703307.0,1667011.0,10531.0,299658.0,519319.0,1040508.0,9350.0,158503.0,14753983,7998018,9371155,1317395,1015812,173,146,59,37656,6,25697,682,668,4,10,6404626,6139530,250083,520270,1091234,3244805,207,2315892,7639.0,136454,4827.0,1276.0,255.0,201432,323719,16196,20,116153,85259,0.01,57.66,42.33,20,64055,61151,28828,3364,19906,2938,5537,681,1989,7554,7128,4877,1548,3529,455,108,23369,14015,454,18205,19,1384058,72146,3,8,121,303,2187,788,8611,8286,38717,21783,11,16,94,5,11,70,9252,4603,511100,427902,260800,267446.0,1400.0,990.0,399.0,5558.0,1637.0,1348.0,,,14294.0,,,36897.0,132140.0,184.0,61.0,637691,426209,54942,12516.0,3075.0,2225.0,2225.0
29,宿州市,Suzhou,657,656,196,95251,57261,5.79,9939,488055,85.0,27.0,2.92,3236.0,793.0,39.7,,,,,,,96.31,100.0,16302217,28757,8.5,15.56,36.84,47.6,1115600.0,3965875.0,45939.0,752556.0,595110.0,1662179.0,6873.0,257967.0,22919403,14182966,15522570,2972480,2197635,770,673,67,60441,10,91805,1323,1293,16,14,3589650,,102765,223309,936073,5543424,468,5917747,3718.0,87991,3996.0,1503.0,320.0,308625,428523,10132,698,137968,169959,0.23,44.7,55.07,698,8113,8049,48380,2832,78643,9916,10622,2227,4677,14650,10895,8066,2927,3784,1869,655,50637,23623,1322,34984,29,1839918,64089,3,22,251,780,1368,1863,18005,24338,25102,58159,27,50,133,6,21,81,16323,9406,438300,334054,206800,169796.0,1849.0,945.0,596.0,3746.0,1678.0,3270.0,,,25497.0,1006.0,,107135.0,302345.0,452.0,123.0,877367,383526,96553,6828.0,3210.0,4805.0,4320.0
30,宝鸡市,Baoji,378,378,115,40213,23536,4.41,18117,1316400,93.0,11.0,2.57,4289.0,1105.0,41.1,2013.0,3506.0,12157.0,7586.0,53.52,42.0,100.0(),100.0,22651600,59988,7.2,7.21,63.31,29.48,877603.0,3302829.0,83817.0,624144.0,611105.0,1660561.0,72617.0,243382.0,29134728,17284666,15449369,2018332,1729375,252,243,19,297700,7,9020,767,754,5,8,11278424,8243719,399811,470981,2749060,8646001,663,13901468,17104.0,288074,3509.0,2206.0,236.0,404321,432550,22575,2797,204643,196881,0.69,50.61,48.69,2797,9428,112,141009,5841,48365,25802,10183,8270,3514,11485,9277,6504,3561,5432,8109,406,40828,28817,3432,40538,37,2301558,62261,3,3,201,495,1972,128,15188,13098,34597,4801,17,21,176,30,10,105,20508,10212,728704,552379,299987,,1360.0,612.0,1067.0,22900.0,1630.0,9363.0,,,13700.0,,,68800.0,248600.0,370.0,93.0,921839,521619,109809,26587.0,7992.0,103.0,98.0
31,宁波市,Ningbo,603,600,232,51061,40089,1.82,9816,666000,376.0,85.0,10.08,15308.0,4501.0,42.0,15086.0,16100.0,31989.0,17865.0,95.0,32.0,82.99,100.0,107454632,132603,7,2.85,51.25,45.9,13796865.0,15941000.0,782647.0,2235538.0,9964245.0,11380865.0,519715.0,1382190.0,185325127,65612648,193411109,15851536,11019994,1622,1298,471,30256460,623,432017,7602,6228,727,647,94912652,38548789,4033288,4513910,12594960,41549262,4332,208760574,,,72954.0,44777.0,5302.0,1508258,,61357,308,872965,634985,0.02,57.88,42.1,308,,,642136,16521,214308,69666,68091,15637,13574,83970,79863,31854,41500,24649,14656,2767,91993,68997,9993,97638,130,13256496,102325,13,38,304,433,8409,5283,24603,27880,149804,66000,30,49,986,61,21,170,35591,25850,4530343,4050007,2818183,2497498.0,3813.0,5165.0,6342.0,43166.0,4797.0,3858.0,190.0,1172,32424.0,26325.0,105673.0,1018293.0,1222765.0,1259.0,420.0,7752759,5717293,450944,97860.0,14864.0,106994.0,85695.0
32,盐城市,Yancheng,825,825,270,81607,53253,3.44,16931,537150,163.0,45.0,3.18,7683.0,1872.0,43.0,9174.0,11425.0,15920.0,13182.0,98.2,41.0,86.2,100.0,54870800,75987,5.5,10.45,44.4,45.15,3810000.0,8400801.0,284450.0,1386210.0,1876267.0,3232244.0,128355.0,448014.0,61772819,31713279,48877382,4549350,3605599,915,811,352,2314734,144,91313,2925,2580,125,220,24189200,27313016,525596,1712251,2983100,17787360,1261,13167287,,,34078.0,15932.0,1490.0,804470,1373484,17513,13929,476519,314022,1.73,59.23,39.03,13929,655,,168998,8967,297899,19537,24481,6047,9249,22940,17012,9040,16398,9977,9522,1962,71061,38878,4809,70121,73,5203753,71406,6,18,286,333,3653,3974,27870,27431,64053,52480,31,45,462,11,70,164,29155,18753,1191400,1362301,785640,794143.0,3420.0,1518.0,1367.0,16574.0,1450.0,6428.0,,182,5885.0,11967.0,6587.0,211950.0,553825.0,686.0,229.0,3209276,2125411,213127,19574.0,9608.0,31589.0,26192.0
33,淄博市,Zibo,434,434,153,48137,28264,4.58,5965,172234,280.0,98.0,9.37,19459.0,3603.0,45.22,15220.0,34127.0,49065.0,27312.0,69.93,55.0,97.51,100.0,50683500,107720,6.06,2.88,52.09,45.04,3852322.0,4746250.0,110275.0,1006701.0,3092909.0,3633453.0,90596.0,748957.0,45667444,27767735,31899908,2694898,2044808,559,461,73,5338501,53,89445,2412,2307,49,56,14220251,56347361,1866216,1662786,3495401,21167786,968,19342956,43029.0,1336844,12027.0,6218.0,1250.0,769674,462774,34276,270,487723,281681,0.04,63.37,36.6,270,6656,4560,242583,15529,222955,25422,13051,6118,6352,21850,20739,13786,11960,7543,12702,612,62336,37101,7178,55670,73,5186705,71432,7,17,186,300,5724,2000,22455,15690,107846,30872,26,20,290,61,14,160,24226,16099,1229638,1313003,839563,788339.0,5210.0,3451.0,2393.0,16227.0,6110.0,605.0,,,20159.0,,,140479.0,336153.0,521.0,140.0,3384953,2730183,200012,106812.0,20894.0,8829.0,5519.0
